2026.321,481.081,492.898
2026.323,480.567,493.174
2026.326,480.058,493.443
2026.329,479.555,493.706
2026.332,479.059,493.961
2026.334,478.571,494.208
2026.337,478.090,494.448
2026.340,477.616,494.679
2026.342,477.150,494.902
2026.345,476.693,495.116
2026.348,476.243,495.322
2026.351,475.802,495.518
2026.353,475.370,495.704
2026.356,474.948,495.880
2026.359,474.536,496.046
2026.362,474.134,496.201
2026.364,473.742,496.344
2026.367,473.362,496.477
2026.370,472.991,496.598
2026.373,472.631,496.708
2026.375,472.281,496.808
2026.378,471.942,496.896
2026.381,471.615,496.972
2026.384,471.300,497.035
2026.386,470.998,497.084
2026.389,470.708,497.120
2026.392,470.431,497.143
2026.395,470.166,497.154
2026.397,469.912,497.152
2026.400,469.671,497.138
2026.403,469.443,497.110
2026.405,469.227,497.069
2026.408,469.024,497.015
2026.411,468.835,496.947
2026.414,468.659,496.865
2026.416,468.496,496.769
2026.419,468.346,496.659
2026.422,468.210,496.536
2026.425,468.086,496.400
2026.427,467.975,496.251
2026.430,467.877,496.088
2026.433,467.791,495.912
2026.436,467.719,495.723
2026.438,467.660,495.521
2026.441,467.614,495.304
2026.444,467.581,495.074
2026.447,467.561,494.831
2026.449,467.554,494.575
2026.452,467.559,494.307
2026.455,467.575,494.027
2026.458,467.604,493.734
2026.460,467.644,493.429
2026.463,467.698,493.111
2026.466,467.763,492.781
2026.468,467.841,492.439
2026.471,467.929,492.085
2026.474,468.028,491.721
2026.477,468.137,491.346
2026.479,468.257,490.961
2026.482,468.387,490.566
2026.485,468.526,490.160
2026.488,468.676,489.745
2026.490,468.835,489.320
2026.493,469.003,488.885
2026.496,469.181,488.441
2026.499,469.367,487.989
2026.501,469.561,487.528
2026.504,469.763,487.060
2026.507,469.972,486.584
2026.510,470.188,486.101
2026.512,470.410,485.612
2026.515,470.639,485.116
2026.518,470.873,484.614
2026.521,471.113,484.106
2026.523,471.358,483.594
2026.526,471.607,483.076
2026.529,471.860,482.555
2026.532,472.116,482.031
2026.534,472.374,481.504
2026.537,472.633,480.976
2026.540,472.892,480.447
2026.542,473.150,479.920
2026.545,473.405,479.395
2026.548,473.652,478.877
2026.551,473.889,478.369
2026.553,474.106,477.880
2026.556,474.289,477.423
2026.559,474.414,477.024
2026.562,474.437,476.725
2026.564,474.313,476.571
2026.567,474.036,476.570
2026.570,473.647,476.680
2026.573,473.194,476.856
2026.575,472.706,477.068
2026.578,472.199,477.299
2026.581,471.681,477.540
2026.584,471.156,477.787
2026.586,470.629,478.037
2026.589,470.101,478.287
2026.592,469.573,478.537
2026.595,469.047,478.784
2026.597,468.524,479.028
2026.600,468.006,479.266
2026.603,467.492,479.499
2026.605,466.984,479.726
2026.608,466.481,479.947
2026.611,465.983,480.162
2026.614,465.490,480.371
2026.616,465.004,480.573
2026.619,464.525,480.767
2026.622,464.053,480.953
2026.625,463.589,481.130
2026.627,463.134,481.298
2026.630,462.688,481.456
2026.633,462.250,481.605
2026.636,461.821,481.744
2026.638,461.401,481.874
2026.641,460.990,481.994
2026.644,460.588,482.104
2026.647,460.196,482.203
2026.649,459.814,482.291
2026.652,459.443,482.367
2026.655,459.083,482.432
2026.658,458.734,482.485
2026.660,458.397,482.526
2026.663,458.071,482.554
2026.666,457.755,482.571
2026.668,457.451,482.577
2026.671,457.157,482.570
2026.674,456.875,482.552
2026.677,456.605,482.521
2026.679,456.347,482.476
2026.682,456.102,482.419
2026.685,455.870,482.348
2026.688,455.650,482.264
2026.690,455.442,482.167
2026.693,455.246,482.057
2026.696,455.062,481.935
2026.699,454.890,481.800
2026.701,454.731,481.653
2026.704,454.584,481.491
2026.707,454.450,481.317
2026.710,454.329,481.129
2026.712,454.220,480.928
2026.715,454.124,480.714
2026.718,454.040,480.488
2026.721,453.968,480.249
2026.723,453.908,479.997
2026.726,453.859,479.734
2026.729,453.823,479.458
2026.732,453.798,479.170
2026.734,453.785,478.870
2026.737,453.783,478.558
2026.740,453.794,478.233
2026.742,453.816,477.897
2026.745,453.850,477.549
2026.748,453.894,477.190
2026.751,453.948,476.820
2026.753,454.011,476.441
2026.756,454.085,476.051
2026.759,454.168,475.652
2026.762,454.260,475.243
2026.764,454.362,474.824
2026.767,454.473,474.395
2026.770,454.593,473.958
2026.773,454.720,473.512
2026.775,454.856,473.058
2026.778,454.998,472.597
2026.781,455.148,472.128
2026.784,455.304,471.653
2026.786,455.466,471.171
2026.789,455.635,470.682
2026.792,455.809,470.187
2026.795,455.988,469.687
2026.797,456.172,469.182
2026.800,456.360,468.672
2026.803,456.551,468.160
2026.805,456.744,467.644
2026.808,456.938,467.127
2026.811,457.132,466.609
2026.814,457.325,466.092
2026.816,457.515,465.577
2026.819,457.701,465.065
2026.822,457.880,464.560
2026.825,458.049,464.065
2026.827,458.201,463.585
2026.830,458.328,463.129
2026.833,458.419,462.707
2026.836,458.460,462.334
2026.838,458.433,462.028
2026.841,458.321,461.805
2026.844,458.117,461.673
2026.847,457.827,461.627
2026.849,457.465,461.651
2026.852,457.052,461.728
2026.855,456.601,461.842
2026.858,456.125,461.981
2026.860,455.633,462.136
2026.863,455.130,462.302
2026.866,454.620,462.474
2026.868,454.106,462.649
2026.871,453.590,462.826
2026.874,453.075,463.001
2026.877,452.560,463.175
2026.879,452.047,463.346
2026.882,451.537,463.514
2026.885,451.031,463.677
2026.888,450.528,463.835
2026.890,450.030,463.988
2026.893,449.537,464.135
2026.896,449.049,464.275
2026.899,448.569,464.407
2026.901,448.095,464.531
2026.904,447.628,464.648
2026.907,447.168,464.757
2026.910,446.715,464.857
2026.912,446.270,464.949
2026.915,445.832,465.031
2026.918,445.404,465.104
2026.921,444.984,465.166
2026.923,444.575,465.218
2026.926,444.175,465.259
2026.929,443.785,465.289
2026.932,443.405,465.308
2026.934,443.034,465.316
2026.937,442.674,465.312
2026.940,442.323,465.298
2026.942,441.983,465.273
2026.945,441.654,465.235
2026.948,441.335,465.186
2026.951,441.028,465.125
2026.953,440.731,465.052
2026.956,440.446,464.966
2026.959,440.173,464.867
2026.962,439.911,464.756
2026.964,439.661,464.633
2026.967,439.421,464.497
2026.970,439.193,464.349
2026.973,438.976,464.190
2026.975,438.770,464.018
2026.978,438.576,463.833
2026.981,438.394,463.636
2026.984,438.224,463.425
2026.986,438.065,463.202
2026.989,437.918,462.967
2026.992,437.782,462.720
2026.995,437.656,462.462
2026.997,437.541,462.192
2027.000,437.437,461.910
2027.003,437.344,461.616
2027.005,437.263,461.310
2027.008,437.193,460.992
2027.011,437.134,460.663
2027.014,437.086,460.321
2027.016,437.047,459.969
2027.019,437.019,459.607
2027.022,437.000,459.234
2027.025,436.990,458.851
2027.027,436.990,458.458
2027.030,436.999,458.055
2027.033,437.017,457.643
2027.036,437.043,457.221
2027.038,437.079,456.789
2027.041,437.123,456.348
2027.044,437.175,455.899
2027.047,437.234,455.442
2027.049,437.300,454.977
2027.052,437.371,454.506
2027.055,437.448,454.029
2027.058,437.531,453.545
2027.060,437.620,453.055
2027.063,437.714,452.558
2027.066,437.812,452.056
2027.068,437.915,451.549
2027.071,438.019,451.039
2027.074,438.125,450.528
2027.077,438.231,450.015
2027.079,438.336,449.501
2027.082,438.441,448.988
2027.085,438.544,448.475
2027.088,438.642,447.966
2027.090,438.735,447.461
2027.093,438.820,446.963
2027.096,438.893,446.475
2027.099,438.950,446.001
2027.101,438.987,445.546
2027.104,438.999,445.115
2027.107,438.978,444.715
2027.110,438.918,444.353
2027.112,438.811,444.035
2027.115,438.653,443.767
2027.118,438.439,443.553
2027.121,438.171,443.392
2027.123,437.851,443.282
2027.126,437.485,443.217
2027.129,437.081,443.189
2027.132,436.646,443.192
2027.134,436.186,443.218
2027.137,435.709,443.261
2027.140,435.217,443.318
2027.142,434.716,443.383
2027.145,434.208,443.454
2027.148,433.695,443.529
2027.151,433.178,443.606
2027.153,432.660,443.684
2027.156,432.141,443.761
2027.159,431.623,443.836
2027.162,431.106,443.907
2027.164,430.592,443.975
2027.167,430.081,444.038
2027.170,429.574,444.095
2027.173,429.072,444.146
2027.175,428.575,444.190
2027.178,428.084,444.228
2027.181,427.597,444.258
2027.184,427.117,444.280
2027.186,426.643,444.295
2027.189,426.176,444.301
2027.192,425.716,444.299
2027.195,425.263,444.287
2027.197,424.818,444.265
2027.200,424.382,444.233
2027.203,423.955,444.190
2027.205,423.536,444.137
2027.208,423.126,444.074
2027.211,422.724,444.000
2027.214,422.331,443.916
2027.216,421.947,443.821
2027.219,421.573,443.714
2027.222,421.208,443.596
2027.225,420.854,443.465
2027.227,420.510,443.323
2027.230,420.176,443.169
2027.233,419.852,443.003
2027.236,419.537,442.826
2027.238,419.231,442.638
2027.241,418.936,442.437
2027.244,418.651,442.225
2027.247,418.376,442.000
2027.249,418.112,441.764
2027.252,417.858,441.514
2027.255,417.615,441.253
2027.258,417.382,440.979
2027.260,417.159,440.694
2027.263,416.946,440.397
2027.266,416.742,440.089
2027.268,416.548,439.769
2027.271,416.363,439.439
2027.274,416.188,439.096
2027.277,416.023,438.742
2027.279,415.868,438.376
2027.282,415.723,437.999
2027.285,415.587,437.611
2027.288,415.460,437.212
2027.290,415.340,436.804
2027.293,415.228,436.386
2027.296,415.125,435.958
2027.299,415.029,435.521
2027.301,414.941,435.074
2027.304,414.861,434.618
2027.307,414.789,434.152
2027.310,414.724,433.678
2027.312,414.664,433.195
2027.315,414.611,432.705
2027.318,414.563,432.208
2027.321,414.520,431.705
2027.323,414.481,431.195
2027.326,414.446,430.679
2027.329,414.416,430.157
2027.332,414.388,429.630
2027.334,414.364,429.099
2027.337,414.341,428.563
2027.340,414.320,428.025
2027.342,414.298,427.484
2027.345,414.276,426.942
2027.348,414.251,426.400
2027.351,414.223,425.860
2027.353,414.190,425.321
2027.356,414.153,424.786
2027.359,414.107,424.255
2027.362,414.053,423.731
2027.364,413.987,423.216
2027.367,413.907,422.713
2027.370,413.809,422.225
2027.373,413.691,421.754
2027.375,413.549,421.304
2027.378,413.380,420.878
2027.381,413.182,420.478
2027.384,412.953,420.106
2027.386,412.690,419.766
2027.389,412.392,419.457
2027.392,412.059,419.180
2027.395,411.693,418.934
2027.397,411.295,418.717
2027.400,410.867,418.528
2027.403,410.413,418.362
2027.405,409.936,418.216
2027.408,409.440,418.087
2027.411,408.928,417.972
2027.414,408.402,417.867
2027.416,407.866,417.770
2027.419,407.321,417.679
2027.422,406.770,417.592
2027.425,406.213,417.507
2027.427,405.651,417.423
2027.430,405.086,417.340
2027.433,404.518,417.256
2027.436,403.951,417.169
2027.438,403.384,417.077
2027.441,402.819,416.980
2027.444,402.256,416.878
2027.447,401.696,416.769
2027.449,401.138,416.654
2027.452,400.583,416.532
2027.455,400.031,416.404
2027.458,399.483,416.267
2027.460,398.940,416.122
2027.463,398.402,415.969
2027.466,397.869,415.805
2027.468,397.342,415.631
2027.471,396.821,415.448
2027.474,396.307,415.253
2027.477,395.798,415.049
2027.479,395.296,414.835
2027.482,394.799,414.609
2027.485,394.309,414.374
2027.488,393.825,414.127
2027.490,393.349,413.869
2027.493,392.880,413.599
2027.496,392.418,413.317
2027.499,391.964,413.022
2027.501,391.518,412.715
2027.504,391.079,412.397
2027.507,390.648,412.066
2027.510,390.222,411.725
2027.512,389.804,411.371
2027.515,389.393,411.005
2027.518,388.991,410.627
2027.521,388.596,410.235
2027.523,388.209,409.831
2027.526,387.830,409.414
2027.529,387.457,408.985
2027.532,387.091,408.545
2027.534,386.732,408.093
2027.537,386.379,407.629
2027.540,386.032,407.154
2027.542,385.692,406.667
2027.545,385.359,406.168
2027.548,385.031,405.657
2027.551,384.711,405.134
2027.553,384.395,404.600
2027.556,384.086,404.055
2027.559,383.781,403.500
2027.562,383.480,402.934
2027.564,383.184,402.358
2027.567,382.891,401.773
2027.570,382.602,401.178
2027.573,382.316,400.574
2027.575,382.033,399.961
2027.578,381.753,399.339
2027.581,381.475,398.709
2027.584,381.199,398.070
2027.586,380.923,397.424
2027.589,380.646,396.772
2027.592,380.370,396.113
2027.595,380.091,395.449
2027.597,379.812,394.779
2027.600,379.530,394.104
2027.603,379.246,393.424
2027.605,378.958,392.740
2027.608,378.665,392.054
2027.611,378.366,391.365
2027.614,378.060,390.676
2027.616,377.745,389.986
2027.619,377.421,389.298
2027.622,377.086,388.612
2027.625,376.739,387.929
2027.627,376.379,387.250
2027.630,376.004,386.577
2027.633,375.614,385.910
2027.636,375.205,385.251
2027.638,374.777,384.601
2027.641,374.329,383.962
2027.644,373.857,383.335
2027.647,373.363,382.722
2027.649,372.843,382.122
2027.652,372.299,381.535
2027.655,371.731,380.963
2027.658,371.138,380.403
2027.660,370.521,379.855
2027.663,369.882,379.319
2027.666,369.220,378.793
2027.668,368.535,378.278
2027.671,367.830,377.770
2027.674,367.106,377.269
2027.677,366.364,376.773
2027.679,365.606,376.278
2027.682,364.834,375.785
2027.685,364.049,375.290
2027.688,363.251,374.793
2027.690,362.442,374.294
2027.693,361.622,373.790
2027.696,360.792,373.280
2027.699,359.952,372.763
2027.701,359.104,372.238
2027.704,358.248,371.704
2027.707,357.384,371.159
2027.710,356.515,370.602
2027.712,355.638,370.032
2027.715,354.756,369.450
2027.718,353.869,368.853
2027.721,352.975,368.242
2027.723,352.075,367.616
2027.726,351.169,366.974
2027.729,350.258,366.315
2027.732,349.340,365.639
2027.734,348.417,364.945
2027.737,347.489,364.231
2027.740,346.555,363.497
2027.742,345.616,362.742
2027.745,344.671,361.965
2027.748,343.719,361.168
2027.751,342.759,360.349
2027.753,341.792,359.507
2027.756,340.817,358.642
2027.759,339.834,357.753
2027.762,338.842,356.840
2027.764,337.842,355.900
2027.767,336.832,354.934
2027.770,335.811,353.940
2027.773,334.779,352.919
2027.775,333.735,351.870
2027.778,332.677,350.791
2027.781,331.605,349.683
2027.784,330.518,348.544
2027.786,329.415,347.373
2027.789,328.294,346.169
2027.792,327.155,344.932
2027.795,325.996,343.658
2027.797,324.816,342.348
2027.800,323.612,341.000
2027.803,322.383,339.613
2027.805,321.127,338.186
2027.808,319.840,336.717
2027.811,318.522,335.206
2027.814,317.169,333.648
2027.816,315.780,332.043
2027.819,314.350,330.386
2027.822,312.878,328.675
2027.825,311.359,326.908
2027.827,309.789,325.081
2027.830,308.163,323.192
2027.833,306.477,321.237
2027.836,304.724,319.209
2027.838,302.898,317.104
2027.841,300.993,314.916
2027.844,299.002,312.638
2027.847,296.915,310.262
2027.849,294.722,307.777
2027.852,292.411,305.172
2027.855,289.969,302.435
2027.858,287.379,299.551
2027.860,284.622,296.501
2027.863,281.675,293.260
2027.866,278.511,289.803
2027.868,275.098,286.094
2027.871,271.389,282.086
2027.874,267.334,277.724
2027.877,262.860,272.930
2027.879,257.868,267.599
2027.882,252.225,261.587
2027.885,245.729,254.679
2027.888,238.069,246.538
2027.890,228.730,236.612
2027.893,216.742,223.857
2027.896,199.975,205.993
2027.899,172.279,176.486
2027.901,100.649,101.179
2027.904,0.000,0.000
2027.907,0.000,0.000
